User ID,Hotel ID,Ratings,Satisfaction,Staff,Facilities,Cleanliness,Comfort,Value for money,Location,Free Wifi
7640,244,8.6,1,8.79,8.5,9.25,8.29,8.73,8.95,7.5
7693,245,8.6,3,9.0,8.77,8.75,9.32,8.7,7.37,7.97
7697,246,8.4,2,7.95,7.41,9.71,7.14,9.92,9.37,7.05
7698,247,8.7,3,9.43,8.07,8.95,9.73,9.49,7.92,7.39
7702,248,8.2,5,8.59,7.26,7.73,8.9,7.75,9.6,7.54
7645,249,8.8,4,9.99,8.36,8.14,9.1,8.26,9.84,8.06
7646,250,8.6,3,9.88,8.88,8.96,7.01,8.78,8.23,8.24
7647,251,8.0,3,7.33,9.81,7.99,7.77,7.35,8.02,8.06
7648,252,8.9,3,9.15,9.61,7.64,8.89,9.42,9.98,7.54
7649,253,9.0,3,8.85,7.87,8.89,9.97,8.77,9.38,9.0
7650,254,8.7,1,9.33,7.23,9.12,8.94,7.14,9.73,9.67
7651,255,8.0,3,7.65,7.15,7.26,8.86,9.22,7.4,8.22
7652,256,7.7,3,7.32,9.33,7.06,7.05,7.22,7.62,8.48
7653,257,8.4,3,9.22,8.12,8.51,7.97,8.0,9.05,7.62
7654,258,8.0,5,9.15,7.25,7.54,7.96,9.11,7.72,7.24
7655,259,8.5,5,9.68,7.48,8.32,9.06,9.13,7.6,7.95
7656,260,8.4,5,7.09,7.59,7.25,9.14,9.16,9.04,9.37
7657,261,8.8,3,9.83,9.71,8.84,8.07,8.17,9.02,8.27
7658,262,8.2,5,7.33,8.95,8.59,7.05,8.58,7.61,9.02
7659,263,8.6,4,9.2,7.6,8.59,8.33,8.47,9.22,9.12
7660,264,8.7,3,8.31,8.74,9.16,9.61,7.72,7.81,9.65
7661,265,8.5,3,7.79,9.03,8.66,7.08,8.74,9.41,8.69
7662,266,8.2,3,9.77,7.02,7.36,8.4,7.83,8.41,8.85
7663,267,8.4,1,7.89,8.34,8.77,7.27,9.02,8.42,8.92
7664,268,9.0,3,9.06,8.89,9.25,9.82,9.1,8.82,8.22
7665,269,9.0,3,9.19,9.34,8.9,9.32,7.21,8.81,9.92
7666,270,8.6,1,7.88,8.57,8.99,9.06,9.29,7.24,9.32
7667,271,8.2,5,7.49,9.21,8.72,7.12,7.07,8.91,9.05
7668,272,8.3,5,8.89,7.14,8.03,7.63,9.28,8.31,8.65
7669,273,8.7,5,9.13,8.82,7.54,8.3,9.85,9.44,7.64
7670,274,8.5,3,9.57,9.87,7.26,8.64,7.41,8.14,8.34
7671,275,8.4,5,9.54,9.89,8.98,7.12,8.02,7.42,7.54
7672,276,8.3,4,9.5,9.26,7.31,8.98,7.53,7.13,8.54
7673,277,8.4,3,7.8,8.83,8.36,8.39,7.23,8.69,9.64
7693,278,9.3,3,8.56,9.25,9.52,9.96,8.05,9.89,9.73
7697,279,8.1,2,7.23,7.65,8.09,7.61,8.99,8.03,9.34
7698,280,8.3,1,9.39,7.23,9.71,8.01,7.86,8.38,7.48
7702,281,8.3,3,7.38,8.66,7.6,7.76,9.69,7.47,9.62
7659,282,8.6,3,7.04,9.97,8.89,8.76,7.77,8.78,9.03
7661,283,8.6,4,8.91,9.31,8.07,10.0,8.94,7.2,7.93
7663,284,8.6,5,8.81,8.41,8.58,7.64,8.79,8.24,9.47
7681,285,8.8,5,8.05,9.75,9.12,9.66,7.19,8.12,9.41
7682,286,8.7,5,9.33,7.88,9.62,8.96,7.76,9.31,7.99
7683,287,9.0,3,9.51,9.78,9.8,9.85,7.07,7.83,9.09
7684,288,8.5,5,7.87,8.08,9.62,7.54,8.63,7.78,9.95
7685,289,8.7,4,8.31,8.27,8.58,8.31,9.58,9.35,8.22
7686,290,8.3,3,7.4,8.09,8.04,9.59,8.89,7.39,8.9
7687,291,8.7,3,8.62,8.56,7.97,9.19,8.76,8.22,9.75
7688,292,8.8,1,7.91,9.34,9.08,9.16,7.96,9.44,8.91
7689,293,8.8,1,7.92,7.49,8.75,9.51,9.95,8.57,9.66
7693,294,8.5,3,7.85,9.56,8.48,8.78,7.42,7.35,9.74
7697,295,8.8,3,9.64,7.83,9.58,9.69,8.97,7.79,8.06
7698,296,8.3,1,7.62,9.27,9.67,8.14,7.48,8.1,7.85
7702,297,8.3,5,8.77,8.58,8.24,7.04,8.54,7.79,9.43
7659,298,8.3,5,8.65,9.14,7.07,8.39,8.02,7.58,9.26
7661,299,8.5,5,7.98,8.25,9.23,9.81,8.31,8.07,7.99
7663,300,8.9,3,8.82,8.33,9.32,8.18,8.11,9.68,9.65
7697,301,8.5,5,9.86,7.07,9.1,7.73,9.44,7.12,9.3
7698,302,8.7,4,9.77,8.62,8.57,7.39,9.49,9.71,7.35
7699,303,8.1,3,7.42,9.28,7.42,7.23,9.55,8.34,7.24
7700,304,8.5,3,8.74,9.89,8.4,8.88,8.04,8.1,7.44
7701,305,8.6,5,7.06,9.17,7.12,7.59,9.86,9.98,9.52
7702,306,8.4,1,9.04,7.19,9.66,7.52,9.5,7.0,8.86
7703,307,8.7,3,7.52,9.3,7.69,9.67,7.92,9.56,9.43
7704,308,8.3,3,8.39,8.04,7.44,7.33,9.79,8.6,8.62
7705,309,8.8,3,9.54,7.24,8.88,9.98,7.68,9.43,8.88
7706,310,8.6,5,8.38,8.95,8.01,8.19,9.06,9.72,8.14
7707,311,8.0,5,7.0,7.01,7.72,7.74,8.87,9.35,8.37
7708,312,8.7,5,9.41,8.57,9.36,7.45,8.64,7.8,9.75
7709,313,8.3,3,8.53,8.33,7.71,8.28,9.64,8.04,7.39
7710,314,8.8,5,8.07,8.67,9.86,8.62,8.52,9.81,8.0
7711,315,8.3,4,9.94,7.37,7.75,7.59,8.7,9.19,7.73
7712,316,7.9,3,7.17,7.59,8.05,7.37,8.88,7.81,8.09
7713,317,8.6,3,9.3,9.76,7.42,8.89,7.83,8.78,8.09
7714,318,8.2,2,8.41,8.29,7.66,7.44,9.18,7.72,8.81
7715,319,8.8,1,7.68,8.78,9.08,8.98,9.08,9.8,8.11
7716,320,8.3,3,7.85,9.72,7.98,7.11,7.2,8.07,9.84
7717,321,8.8,3,8.83,9.51,9.61,9.19,7.92,9.56,7.3
7718,322,8.3,3,9.59,8.63,8.82,8.23,8.75,7.08,7.13
7719,323,8.0,5,7.54,7.1,9.0,8.38,9.46,7.61,7.04
7720,324,8.1,5,8.75,7.38,8.08,7.41,8.37,9.26,7.22
7721,325,8.9,5,7.88,9.68,8.92,9.17,8.73,8.87,9.09
7722,326,9.2,3,9.65,8.3,9.2,9.58,9.98,9.34,8.5
7723,327,8.7,5,8.97,8.45,7.86,9.13,9.83,7.9,8.82
7724,328,8.7,4,8.6,9.76,9.17,7.9,7.34,9.79,8.14
7725,329,8.8,3,9.42,9.6,9.83,7.75,7.98,7.71,9.44
7726,330,8.1,3,9.15,8.63,7.61,7.87,8.07,8.11,7.42
7727,331,8.1,4,7.27,7.12,7.5,8.62,9.1,8.25,8.54
7728,332,8.4,1,8.23,7.77,8.19,7.95,9.08,7.96,9.87
7729,333,8.6,3,9.06,9.11,7.61,9.44,7.24,8.02,9.41
7730,334,8.4,3,8.63,7.35,8.73,9.28,8.39,7.05,9.68
7731,335,8.6,3,7.8,8.05,9.48,8.23,9.66,9.61,7.55
7732,336,8.7,5,7.54,9.66,7.79,9.66,7.77,9.05,9.25
7733,337,8.3,5,7.18,9.15,7.39,8.47,9.06,8.27,8.6
7734,338,8.5,5,8.94,7.73,7.85,8.48,8.56,8.06,9.78
7735,339,8.1,3,7.11,8.85,7.33,7.53,9.16,9.53,7.39
7736,340,8.1,5,7.25,7.31,9.94,7.72,8.06,9.46,7.03
7737,341,8.6,4,7.42,8.5,9.6,9.56,7.71,9.42,8.15
7738,342,8.3,3,8.93,8.67,8.59,7.64,8.54,7.34,8.05
7739,343,8.4,3,8.1,7.44,8.24,8.83,9.31,8.27,8.82
7740,344,8.3,3,9.04,9.52,7.96,7.25,7.66,9.78,7.0
7741,345,9.1,1,9.95,8.39,8.96,9.42,9.43,9.92,7.95
7742,346,8.8,3,7.76,9.32,8.45,7.47,9.81,9.29,9.27
7743,347,8.8,3,8.75,9.19,10.0,8.49,7.07,8.63,9.29
7744,348,8.6,2,8.38,8.72,9.87,7.37,9.85,7.88,7.99
7745,349,8.7,5,7.21,7.9,8.84,9.12,9.16,9.47,9.48
7746,350,8.0,5,8.96,7.87,8.43,7.77,7.84,8.15,7.06
7747,351,8.7,5,9.96,9.41,7.14,8.77,9.6,8.83,7.11
7748,352,8.9,3,9.06,9.5,7.63,8.56,8.84,9.01,9.78
7749,353,8.1,5,8.12,8.1,8.35,7.04,9.35,7.84,7.9
7750,354,8.4,4,7.87,7.35,8.92,8.47,9.5,8.66,7.9
7751,355,8.4,3,8.31,7.59,8.92,9.83,7.45,7.56,9.12
7752,356,8.7,3,9.93,8.34,8.47,8.14,8.65,7.75,9.57
7753,357,8.8,4,7.66,9.7,9.23,7.54,9.57,9.94,8.15
7754,358,8.4,1,8.9,7.39,9.42,8.11,8.62,8.43,8.18
7755,359,8.8,3,9.53,9.9,8.24,7.47,7.44,9.44,9.54
7756,360,8.6,3,8.86,7.6,8.83,8.32,8.05,9.68,8.81
7757,361,8.2,2,8.37,8.93,8.17,8.02,8.21,7.36,8.35
7758,362,8.9,5,8.23,9.49,9.64,9.35,8.72,9.37,7.34
7759,363,7.9,5,7.63,7.59,7.4,7.54,7.45,9.14,8.58
7409,364,8.7,5,9.38,9.48,8.7,9.06,9.0,8.15,7.06
7410,365,8.2,3,8.02,8.5,7.2,7.17,9.95,8.78,8.11
7411,366,8.3,5,9.22,7.72,7.28,9.7,9.01,7.26,7.92
7412,367,8.8,4,8.18,8.06,7.85,8.99,9.82,9.64,9.24
7419,368,8.8,3,9.58,7.63,9.45,9.25,9.65,9.05,7.24
7420,369,8.2,3,7.85,7.17,7.26,7.94,9.53,9.31,8.55
7425,370,8.6,2,9.9,8.72,9.17,8.13,7.08,9.44,7.59
7426,371,8.6,1,9.67,9.14,9.33,8.59,8.3,7.46,7.36
7427,372,9.0,3,7.62,8.17,9.95,9.44,9.92,9.23,8.47
7438,373,8.8,3,9.59,8.74,9.65,7.82,9.93,7.04,9.16
7442,374,7.9,3,7.69,7.43,7.03,7.59,9.45,7.81,7.97
7444,375,8.3,5,8.66,7.78,8.75,7.98,9.07,8.09,8.07
7447,376,8.9,5,9.6,9.96,7.45,8.5,8.17,9.52,9.29
7773,377,8.5,5,8.46,9.62,9.54,8.01,9.0,7.53,7.13
7774,378,8.8,3,9.27,7.56,9.55,8.97,8.08,8.34,9.75
7775,379,8.1,5,9.41,8.14,8.48,9.08,7.55,7.01,7.1
7776,380,8.7,4,7.05,9.33,9.47,8.28,7.99,9.36,9.19
7784,1,8.5,5,7.37,10.0,8.18,8.1,8.94,9.36,7.75
7785,2,8.7,3,7.89,8.04,8.86,9.37,8.3,9.62,8.82
7790,3,8.2,3,7.34,7.73,7.94,7.99,7.86,9.06,9.57
7780,4,8.4,1,7.92,7.33,8.84,7.88,9.08,9.3,8.8
7781,5,8.2,2,8.51,7.49,8.95,9.01,7.52,7.75,8.16
7782,6,7.6,4,7.12,8.31,8.4,7.03,7.58,7.23,7.48
7783,7,8.6,2,8.95,9.33,8.69,8.09,8.08,8.34,8.98
7784,8,8.5,1,8.79,8.04,8.5,8.83,9.15,7.96,8.3
7785,9,8.8,1,8.3,8.53,9.0,9.75,8.51,9.18,8.16
7786,10,8.6,2,9.17,9.19,7.1,9.31,8.42,7.56,9.42
7787,11,8.7,2,9.14,9.76,7.86,9.25,7.41,8.31,9.26
7788,12,9.2,4,9.27,9.92,9.57,9.45,9.08,9.0,8.34
7789,13,8.3,2,8.1,9.0,8.4,8.27,9.03,7.36,7.65
7790,14,8.6,4,8.81,7.69,9.3,9.16,7.48,8.05,9.74
7791,15,8.3,4,7.06,9.86,7.99,7.81,7.23,8.63,9.68
7792,16,8.3,4,7.68,9.63,7.89,7.41,7.26,8.13,9.81
7793,17,8.7,5,9.1,8.27,7.54,9.2,9.42,8.13,9.53
7794,18,8.8,3,8.33,7.86,9.82,9.63,9.2,7.87,9.09
7795,19,8.3,4,8.51,7.53,8.72,9.19,7.67,9.27,7.22
7796,20,8.1,1,8.19,8.6,8.52,7.9,9.05,7.37,7.24
7797,21,8.0,4,7.37,9.3,7.77,7.37,9.34,7.63,7.25
7798,22,8.5,4,9.75,8.82,7.75,9.23,8.1,7.12,8.94
7799,23,8.2,1,9.51,8.59,7.49,7.96,7.82,7.02,8.79
7800,24,8.8,3,8.46,9.03,8.7,9.39,8.5,8.1,9.42
7801,25,8.0,1,7.22,8.66,8.92,7.76,9.39,7.08,7.3
7802,26,9.1,4,8.37,9.71,9.57,9.22,8.62,8.43,9.87
7803,27,8.5,4,7.62,9.39,7.43,8.23,9.9,7.28,9.46
7784,28,8.4,1,7.41,9.01,7.62,9.22,8.47,8.8,8.41
7785,29,8.3,4,8.83,7.21,8.95,8.96,7.71,7.45,8.85
7790,30,8.6,4,9.87,8.67,7.43,8.27,8.83,7.3,9.88
7784,31,8.3,1,9.68,7.67,7.6,8.57,7.82,7.04,9.49
7785,32,8.0,2,9.47,7.17,7.43,7.61,8.69,7.58,8.07
7790,33,8.6,4,9.59,7.67,7.81,7.95,9.74,7.83,9.77
7810,34,8.9,4,9.24,8.35,9.91,9.41,7.81,9.69,7.72
7811,35,8.7,2,9.04,7.75,7.32,9.11,8.12,9.27,9.99
7812,36,8.2,4,8.37,8.57,7.65,8.23,8.25,8.6,7.4
7813,37,8.4,1,7.46,7.58,9.03,8.71,7.51,9.38,9.28
7814,38,8.4,4,7.66,8.68,8.54,7.17,9.43,8.05,9.36
7815,39,8.8,4,8.22,8.79,9.09,8.85,9.08,9.22,8.27
7816,40,8.4,2,8.51,8.37,7.57,8.81,7.63,9.25,8.81
7817,41,8.0,5,7.89,7.48,8.08,9.06,8.32,7.32,8.18
7818,42,8.1,3,7.04,9.52,7.59,7.7,8.85,8.54,7.49
7819,43,8.5,2,8.99,7.47,9.33,9.9,8.43,7.75,7.62
7820,44,8.3,4,7.61,9.74,7.67,8.62,7.42,9.02,8.34
7821,45,8.4,4,9.64,7.23,7.8,9.97,7.55,9.28,7.33
7822,46,8.6,1,8.01,7.16,9.53,9.22,7.85,9.09,9.15
7823,47,8.3,1,7.51,9.08,8.06,9.48,8.76,8.35,7.11
7824,48,8.4,4,8.47,8.54,8.35,8.08,8.8,7.47,8.98
7825,49,8.2,4,8.27,7.36,8.06,8.68,8.07,7.66,9.13
7826,50,8.1,2,9.58,7.47,7.18,7.92,7.96,7.61,8.78
7827,51,7.7,2,8.36,7.14,7.69,7.88,7.49,7.28,8.13
7828,52,7.5,4,7.81,7.05,7.34,7.22,7.44,7.99,7.33
7829,53,8.2,1,7.85,9.43,7.28,7.99,9.81,7.38,7.61
7830,54,8.5,4,8.38,9.52,7.06,9.02,7.87,9.51,8.25
7831,55,7.6,1,7.33,7.27,7.55,8.28,8.41,7.52,7.17
7832,56,8.2,5,7.32,8.12,8.71,9.41,7.74,7.99,7.92
7833,57,8.8,1,9.47,9.22,8.95,9.87,7.8,7.11,9.19
7834,58,8.5,3,9.42,8.48,9.69,7.56,7.94,7.29,9.42
7835,59,8.0,1,7.23,7.24,9.64,9.09,7.04,8.86,7.23
7836,60,8.4,1,8.26,7.09,9.16,9.54,7.61,9.18,8.23
7837,61,8.9,1,9.78,9.93,9.57,7.4,7.65,9.88,8.32
7838,62,8.6,1,8.59,7.77,8.46,7.7,9.2,8.91,9.74
7839,63,8.3,1,7.43,9.53,7.77,7.57,9.25,8.67,7.54
7840,64,8.2,4,7.32,7.1,8.7,9.97,7.66,7.29,9.56
7841,65,8.7,1,8.06,9.96,8.97,9.26,9.73,7.3,7.6
7842,66,8.1,4,7.5,9.62,7.6,8.57,8.19,7.42,7.71
7843,67,8.8,5,9.23,7.09,9.3,9.15,9.58,9.23,7.79
7844,68,8.3,1,7.63,7.63,8.74,7.92,7.16,8.88,9.9
7845,69,8.5,4,7.42,7.72,8.01,7.78,8.91,9.81,9.55
7846,70,7.8,2,9.12,7.27,9.5,7.08,7.24,7.39,7.13
7847,71,8.5,2,8.44,7.6,9.25,8.54,7.77,8.57,9.29
7848,72,8.7,5,9.18,8.48,7.94,9.24,9.05,9.0,7.75
7849,73,8.7,4,8.46,7.56,9.34,9.61,9.43,7.1,9.31
7850,74,8.5,4,9.87,9.94,7.04,7.28,8.18,9.19,7.81
7851,75,8.4,1,8.45,7.43,7.6,8.78,9.4,9.73,7.6
7852,76,8.7,1,8.51,8.49,7.49,8.79,9.62,9.52,8.38
7784,77,8.0,1,7.5,9.65,8.33,7.03,7.15,8.92,7.68
7785,78,8.8,1,9.72,7.44,9.72,9.6,8.65,9.0,7.22
7790,79,9.2,4,8.94,7.97,9.95,9.03,9.33,8.97,9.88
7856,80,8.6,2,8.72,8.59,9.55,8.07,7.03,9.1,9.15
7857,81,8.7,3,8.07,9.66,9.63,9.85,7.41,8.05,7.92
7858,82,8.6,4,9.24,8.4,8.63,9.87,7.18,7.67,8.93
7859,83,8.3,3,9.22,9.19,7.79,9.59,7.13,7.93,7.46
7860,84,8.1,1,9.27,8.37,8.68,7.41,7.45,7.09,8.56
7861,85,8.4,4,7.29,9.2,9.28,7.2,9.38,9.0,7.72
7862,86,8.5,2,8.94,9.22,7.05,8.85,8.2,9.37,7.87
7863,87,8.5,2,9.31,7.34,9.91,7.34,7.83,8.1,9.35
7864,88,8.4,2,8.09,9.08,7.31,8.3,8.56,9.11,8.01
7865,89,8.4,4,9.24,7.37,9.62,8.52,7.2,7.87,8.96
7866,90,8.9,4,7.65,9.3,8.0,8.49,9.99,9.5,9.28
7867,91,8.3,1,8.12,8.79,7.59,7.76,8.1,9.44,8.63
7868,92,8.3,4,8.1,7.74,7.53,7.76,7.97,9.06,9.7
7869,93,8.7,4,8.2,7.47,9.23,9.19,9.72,8.26,8.96
7870,94,8.5,4,7.43,7.83,9.63,8.4,8.15,8.87,9.25
7871,95,8.9,3,9.51,8.69,8.96,8.06,7.62,9.43,9.78
7872,96,8.2,4,8.37,7.12,7.28,7.47,9.96,7.55,9.43
7873,97,9.0,1,9.7,7.81,9.79,9.97,8.71,7.7,9.24
7874,98,8.6,4,7.74,9.48,9.61,8.45,9.67,8.03,7.47
7875,99,9.1,1,9.79,8.6,7.2,9.65,8.91,9.37,9.91
7876,100,8.8,2,8.01,8.8,9.33,7.99,9.11,8.9,9.55
7877,101,8.3,4,7.91,7.92,7.83,9.2,7.38,9.5,8.56
7878,102,8.7,1,9.08,8.84,7.09,9.76,9.75,7.73,8.63
7879,103,8.3,5,8.04,9.05,7.24,8.46,9.42,8.11,7.83
7880,104,8.6,2,10.0,7.84,9.86,8.0,8.82,7.44,8.37
7881,105,8.3,1,8.01,8.17,9.05,7.51,8.05,7.61,9.54
7882,106,8.6,3,9.28,9.68,9.32,7.51,7.9,7.17,9.14
7883,107,7.9,3,7.63,7.83,7.64,7.7,7.15,9.71,7.85
7884,108,8.1,4,8.08,7.43,8.65,8.05,7.14,9.95,7.71
7885,109,8.8,3,9.45,7.11,8.71,9.51,8.45,9.64,8.98
7886,110,8.8,3,8.21,10.0,9.08,8.95,7.8,9.04,8.65
7887,111,8.6,1,9.18,9.09,7.14,9.42,8.68,8.0,8.95
7888,112,8.5,2,8.09,8.45,9.99,8.71,8.77,8.08,7.08
7784,113,8.4,1,7.68,8.69,8.0,7.62,9.85,8.72,8.18
7785,114,8.9,3,8.14,9.13,7.58,8.73,9.67,9.34,9.74
7790,115,8.4,4,8.24,9.63,9.93,7.16,7.23,8.49,8.45
7892,116,8.6,1,7.95,9.9,7.34,7.48,9.39,8.57,9.85
7893,117,8.5,1,9.6,8.31,8.04,8.62,8.57,9.04,7.62
7894,118,8.4,1,7.05,8.81,8.33,8.99,7.04,9.02,9.31
7895,119,8.9,5,8.78,9.32,9.57,7.88,9.57,9.69,7.52
7896,120,8.8,2,7.33,9.85,8.73,8.58,9.98,9.0,8.37
7897,121,8.3,4,9.92,9.03,7.25,7.34,7.87,9.28,7.58
7898,122,8.6,4,7.1,7.09,9.88,7.84,9.43,9.33,9.21
7899,123,8.5,3,7.1,7.79,9.54,7.54,8.88,8.58,10.0
7900,124,8.3,4,8.28,8.24,9.08,9.92,7.52,7.07,8.17
7901,125,9.1,4,8.09,9.53,8.98,9.69,9.82,7.56,9.9
7902,126,8.6,2,7.04,7.64,9.71,9.92,9.18,7.53,9.08
7903,127,8.7,3,8.69,7.96,8.35,8.71,8.74,8.95,9.66
7904,128,8.5,2,7.1,9.25,9.67,8.77,7.92,8.54,8.02
7905,129,8.4,1,9.6,7.56,8.67,9.39,8.4,7.98,7.54
7906,130,8.6,4,7.47,8.01,9.17,8.79,8.81,8.28,9.82
7907,131,8.6,2,9.5,9.55,8.02,8.69,8.95,8.55,7.25
7908,132,8.6,3,8.94,9.56,7.74,7.38,8.52,9.84,7.9
7909,133,8.2,2,8.22,7.24,8.85,9.95,7.54,7.34,8.4
7784,134,8.3,4,9.64,7.39,7.56,9.49,8.55,8.14,7.14
7785,135,8.6,5,9.51,8.06,9.19,8.26,9.77,7.82,7.33
7790,136,7.9,1,7.07,9.49,7.43,7.83,8.35,7.11,7.99
7913,137,8.6,1,7.17,9.49,8.7,7.44,9.88,9.67,7.86
7914,138,8.3,3,7.52,9.34,9.1,7.25,8.0,8.49,8.44
7915,139,8.5,3,7.38,8.35,7.54,9.07,7.36,9.8,9.77
7916,140,8.2,3,8.54,7.82,8.23,7.78,8.08,8.23,8.85
7917,141,7.9,2,7.43,7.13,7.66,9.01,7.96,8.35,8.1
7918,142,9.1,3,9.98,9.26,9.35,7.77,9.95,8.15,8.94
7919,143,8.7,4,8.76,8.05,8.17,9.57,8.24,9.18,8.86
7920,144,8.5,5,9.01,7.67,8.26,8.11,7.59,9.61,9.46
7921,145,8.1,1,9.29,7.61,8.5,7.52,8.89,7.14,8.04
7922,146,8.5,1,9.07,8.63,9.21,8.69,8.31,8.04,7.35
7923,147,8.2,4,7.04,8.43,9.62,8.58,7.81,7.86,7.93
7924,148,8.7,4,7.39,9.04,9.71,8.67,7.52,9.38,9.33
7925,149,8.3,2,9.63,7.47,7.22,7.46,7.44,8.79,9.76
7926,150,8.5,4,8.56,9.45,8.98,8.71,7.99,7.3,8.43
7927,151,8.5,3,9.41,7.11,9.71,9.8,7.21,7.05,9.29
7928,152,8.3,4,9.07,9.57,8.32,7.47,7.08,8.75,8.03
7929,153,8.4,4,8.8,7.45,8.64,9.02,8.98,8.01,7.77
7930,154,8.6,5,9.27,7.04,7.76,9.55,9.3,9.62,7.31
7931,155,7.9,3,7.86,7.68,7.96,7.62,8.72,7.9,7.61
7932,156,8.4,3,8.89,9.46,7.29,7.76,9.92,7.73,7.45
7933,157,8.3,4,7.08,7.58,7.71,8.63,7.92,9.78,9.68
7934,158,8.4,4,9.16,8.68,7.61,8.81,7.63,7.78,9.16
7935,159,9.0,3,7.95,8.64,7.64,9.72,9.84,9.5,9.84
7936,160,8.7,5,8.55,8.82,9.96,8.01,8.96,8.22,8.2
7937,161,8.8,4,9.78,9.58,8.09,8.83,9.25,7.12,9.24
7938,162,8.8,2,7.95,9.74,8.21,9.46,7.49,9.15,9.46
7939,163,8.7,1,8.58,8.46,8.18,7.7,9.67,8.67,9.82
7940,164,8.8,3,8.86,8.0,9.68,9.68,7.93,8.41,8.99
7941,165,8.7,2,7.5,9.79,9.81,9.19,8.15,9.22,7.26
7942,166,8.8,3,9.51,7.84,8.44,9.78,9.3,9.18,7.23
7943,167,8.3,3,8.91,7.06,9.43,8.53,7.15,7.12,9.87
7944,168,8.8,1,9.7,8.93,7.27,9.73,8.64,8.64,9.02
7945,169,8.6,5,7.71,8.56,8.92,7.91,9.41,9.2,8.16
7946,170,8.3,2,8.46,9.4,8.07,8.44,8.05,7.95,7.8
7947,171,8.5,2,8.34,9.25,9.2,7.78,9.31,7.61,8.16
7948,172,8.4,4,7.9,9.96,7.35,9.35,7.82,8.29,8.23
7949,173,8.5,2,8.74,9.59,8.37,8.05,7.08,7.88,9.74
7950,174,8.5,3,8.31,9.07,8.11,9.47,7.13,9.37,7.77
7951,175,8.8,3,8.59,7.82,10.0,9.92,7.27,9.81,8.08
7952,176,8.7,4,7.88,8.98,9.74,8.43,9.44,9.08,7.23
7953,177,9.2,5,8.89,9.51,9.83,8.32,9.2,8.81,9.84
7954,178,8.6,1,8.04,8.38,8.67,9.94,8.44,7.77,8.69
7955,179,8.5,2,8.73,8.19,9.44,8.89,9.69,7.09,7.44
7956,180,8.1,1,8.49,8.29,8.24,9.38,7.02,7.27,8.13
7957,181,8.2,3,7.14,9.57,8.07,7.06,8.01,8.38,8.87
7958,182,8.7,3,9.49,8.37,8.95,9.04,8.08,7.78,9.0
7959,183,9.2,2,9.1,9.91,9.47,7.97,9.92,9.86,8.47
7960,184,8.5,4,9.01,9.38,9.28,8.57,8.77,7.08,7.72
7961,185,8.5,4,7.66,7.52,9.68,7.2,8.24,9.94,8.98
7962,186,8.3,1,9.09,7.26,8.14,7.44,8.83,8.15,9.18
7963,187,9.0,4,7.3,9.93,9.46,8.64,8.33,9.78,9.28
7964,188,8.2,4,8.51,8.14,7.35,7.94,8.52,8.29,8.9
7965,189,8.6,3,7.78,9.69,9.95,7.53,8.8,8.14,8.09
7966,190,8.6,5,9.26,8.84,7.95,8.85,7.1,9.14,8.78
7967,191,9.1,3,9.74,8.09,8.46,9.94,8.6,9.56,9.48
7968,192,8.6,4,8.32,8.3,9.78,8.18,9.16,8.54,8.23
7969,193,8.3,4,9.33,7.81,9.38,8.05,8.1,7.07,8.21
7970,194,8.1,2,9.45,8.38,7.11,7.2,9.06,8.4,7.39
7971,195,8.7,3,9.71,8.44,9.89,7.59,9.72,7.96,7.91
7972,196,9.1,1,8.16,9.9,9.17,9.01,8.76,9.81,8.57
7973,197,8.3,5,9.05,7.07,8.69,8.72,8.22,7.75,8.58
7974,198,9.2,1,9.83,9.06,9.6,9.62,9.87,8.61,7.57
7975,199,9.0,2,8.85,8.83,9.34,8.7,9.32,9.78,7.96
7976,200,8.6,4,8.87,7.94,9.77,9.55,7.63,8.27,7.97
7977,201,8.7,3,7.75,9.63,9.27,7.88,8.9,7.99,9.7
7978,202,8.2,3,8.25,9.52,9.23,7.03,7.38,7.34,8.96
7979,203,8.7,5,8.78,8.59,7.67,9.35,8.68,8.77,8.89
7980,204,8.1,3,8.19,8.84,7.5,7.05,8.24,8.54,8.63
7981,205,8.2,5,8.5,8.58,7.99,8.73,7.76,8.09,7.85
7982,206,8.6,3,9.45,9.81,8.6,8.13,8.77,7.39,7.94
7983,207,9.0,3,9.95,8.23,9.66,8.93,8.78,9.85,7.57
7984,208,8.5,1,9.25,8.3,8.42,9.36,7.57,9.2,7.35
7985,209,8.8,3,9.61,8.43,9.14,9.27,9.8,8.08,7.21
7986,210,8.9,5,9.29,7.98,9.99,9.97,8.12,8.78,8.27
7987,211,8.0,4,7.34,8.08,9.18,7.89,7.54,7.96,8.27
7988,212,8.8,5,8.07,9.57,9.43,9.15,7.57,9.58,8.44
7989,213,9.0,3,7.89,9.66,8.48,9.56,9.52,9.27,8.48
7990,214,8.2,5,8.48,9.45,7.83,7.01,9.32,8.31,7.34
7991,215,8.4,3,9.37,8.19,7.41,9.34,7.33,9.54,7.27
7992,216,8.6,4,7.48,8.85,8.86,8.49,8.86,8.6,8.84
7993,217,8.3,3,9.38,7.53,8.37,7.56,9.79,8.5,7.14
7994,218,8.8,1,9.78,7.96,9.74,9.71,8.49,7.07,8.77
7995,219,8.9,3,8.62,7.52,9.38,9.99,9.65,9.99,7.46
7996,220,8.4,2,8.07,8.29,8.04,8.41,9.8,8.09,7.82
